0.0000000e+00 9.2020852e-10 
1.2800000e+02 5.0050403e-10 
2.5600000e+02 2.1956313e-10 
3.8400000e+02 3.0367465e-11 
5.1200000e+02 1.8894430e-12 
6.4000000e+02 2.6889847e-12 
7.6800000e+02 1.8538272e-12 
8.9600000e+02 7.2285906e-13 
1.0240000e+03 4.0614729e-12 
1.1520000e+03 3.3519988e-12 
1.2800000e+03 1.7224814e-12 
1.4080000e+03 2.4015638e-12 
1.5360000e+03 2.1252672e-12 
1.6640000e+03 2.7561742e-12 
1.7920000e+03 2.4534821e-12 
1.9200000e+03 1.7802486e-12 
2.0480000e+03 8.7036812e-13 
2.1760000e+03 5.8476981e-13 
2.3040000e+03 2.5360156e-13 
2.4320000e+03 7.9001524e-13 
2.5600000e+03 9.4548490e-13 
2.6880000e+03 7.6104379e-13 
2.8160000e+03 9.3616954e-13 
2.9440000e+03 5.7024383e-13 
3.0720000e+03 5.0090097e-13 
3.2000000e+03 3.8075494e-13 
3.3280000e+03 5.6812779e-13 
3.4560000e+03 2.8534102e-12 
3.5840000e+03 6.2676375e-12 
3.7120000e+03 5.6215367e-12 
3.8400000e+03 3.6452599e-12 
3.9680000e+03 5.0420058e-13 
4.0960000e+03 1.6663363e-13 
4.2240000e+03 9.7876582e-14 
4.3520000e+03 8.0137055e-14 
4.4800000e+03 8.1581829e-14 
4.6080000e+03 1.3063063e-13 
4.7360000e+03 1.4520691e-13 
4.8640000e+03 1.7254911e-13 
4.9920000e+03 2.1524659e-13 
5.1200000e+03 6.1221420e-14 
5.2480000e+03 1.3769008e-13 
5.3760000e+03 2.5012666e-13 
5.5040000e+03 1.9810829e-13 
5.6320000e+03 2.9060149e-14 
5.7600000e+03 1.0727287e-13 
5.8880000e+03 1.8318016e-13 
6.0160000e+03 1.5888370e-13 
6.1440000e+03 1.8410726e-13 
6.2720000e+03 1.2322565e-13 
6.4000000e+03 1.1365205e-13 
6.5280000e+03 1.4689676e-13 
6.6560000e+03 2.1477964e-13 
6.7840000e+03 2.1334922e-13 
6.9120000e+03 1.3231199e-13 
7.0400000e+03 9.6633442e-14 
7.1680000e+03 4.5044989e-14 
7.2960000e+03 4.7791625e-14 
7.4240000e+03 4.0394063e-14 
7.5520000e+03 5.3265165e-14 
7.6800000e+03 8.6299721e-14 
7.8080000e+03 1.4395412e-13 
7.9360000e+03 1.4799793e-13 
8.0640000e+03 7.0598570e-14 
8.1920000e+03 4.0456821e-14 
8.3200000e+03 6.2241052e-14 
8.4480000e+03 1.3542909e-14 
8.5760000e+03 5.0508822e-14 
8.7040000e+03 6.3409110e-14 
8.8320000e+03 7.5099669e-14 
8.9600000e+03 7.0341072e-14 
9.0880000e+03 3.7597509e-14 
9.2160000e+03 3.9566986e-14 
9.3440000e+03 1.2556163e-13 
9.4720000e+03 1.0510529e-13 
9.6000000e+03 7.9208233e-14 
9.7280000e+03 1.4015122e-13 
9.8560000e+03 1.8942455e-13 
9.9840000e+03 5.3932746e-14 
1.0112000e+04 9.3259723e-14 
1.0240000e+04 6.5427115e-14 
1.0368000e+04 5.6764767e-14 
1.0496000e+04 8.8205485e-14 
1.0624000e+04 1.1497341e-13 
1.0752000e+04 1.2703902e-13 
1.0880000e+04 9.3697362e-14 
1.1008000e+04 3.3320152e-14 
1.1136000e+04 9.5250981e-15 
1.1264000e+04 3.8220248e-14 
1.1392000e+04 5.6088364e-14 
1.1520000e+04 6.4630030e-14 
1.1648000e+04 7.9412171e-14 
1.1776000e+04 9.3366070e-14 
1.1904000e+04 8.7690997e-14 
1.2032000e+04 7.1591780e-14 
1.2160000e+04 9.2685632e-14 
1.2288000e+04 8.2210897e-14 
1.2416000e+04 4.0889550e-14 
1.2544000e+04 3.9265517e-14 
1.2672000e+04 6.2869774e-14 
1.2800000e+04 8.2103195e-14 
1.2928000e+04 9.2915699e-14 
1.3056000e+04 8.4938539e-14 
1.3184000e+04 8.1206668e-14 
1.3312000e+04 8.0027497e-14 
1.3440000e+04 7.7533805e-14 
1.3568000e+04 8.1846497e-14 
1.3696000e+04 6.8883274e-14 
1.3824000e+04 3.1790085e-14 
1.3952000e+04 3.2501027e-14 
1.4080000e+04 6.8714220e-14 
1.4208000e+04 1.0392404e-13 
1.4336000e+04 7.4845146e-14 
1.4464000e+04 1.1043483e-13 
1.4592000e+04 1.3905865e-13 
1.4720000e+04 1.3921691e-13 
1.4848000e+04 9.0012890e-14 
1.4976000e+04 6.1094237e-14 
1.5104000e+04 4.7011697e-14 
1.5232000e+04 2.0433681e-13 
1.5360000e+04 4.9141691e-13 
1.5488000e+04 7.1045215e-13 
1.5616000e+04 2.9785554e-13 
1.5744000e+04 3.3228381e-14 
1.5872000e+04 4.9113430e-14 
1.6000000e+04 5.1442473e-14 
1.6128000e+04 2.7807528e-14 
1.6256000e+04 3.6606450e-14 
1.6384000e+04 4.8979877e-14 
1.6512000e+04 4.7150543e-14 
1.6640000e+04 4.7011697e-14 
1.6768000e+04 4.8182778e-14 
1.6896000e+04 6.9187677e-14 
1.7024000e+04 9.1586827e-14 
1.7152000e+04 6.6073503e-14 
1.7280000e+04 5.1687394e-14 
1.7408000e+04 6.3282252e-14 
1.7536000e+04 7.4089016e-14 
1.7664000e+04 8.0504451e-14 
1.7792000e+04 6.2062809e-14 
1.7920000e+04 5.9926693e-14 
1.8048000e+04 8.6483934e-14 
1.8176000e+04 7.4166178e-14 
1.8304000e+04 6.5934075e-14 
1.8432000e+04 6.8950772e-14 
1.8560000e+04 8.4518987e-14 
1.8688000e+04 8.7962549e-14 
1.8816000e+04 6.7321027e-14 
1.8944000e+04 5.8443857e-14 
1.9072000e+04 6.2984740e-14 
1.9200000e+04 6.8811913e-14 
1.9328000e+04 7.7763818e-14 
1.9456000e+04 4.8495599e-13 
1.9584000e+04 1.0980177e-12 
1.9712000e+04 5.7163801e-13 
1.9840000e+04 1.0457785e-13 
1.9968000e+04 1.2980596e-13 
2.0096000e+04 1.7062786e-13 
2.0224000e+04 7.4023158e-14 
2.0352000e+04 5.1637930e-14 
2.0480000e+04 8.0141805e-14 
2.0608000e+04 9.6624531e-14 
2.0736000e+04 1.0289266e-13 
2.0864000e+04 8.8184377e-14 
2.0992000e+04 7.3293198e-14 
2.1120000e+04 5.8539809e-14 
2.1248000e+04 5.9903668e-14 
2.1376000e+04 7.8633734e-14 
2.1504000e+04 7.8999443e-14 
2.1632000e+04 7.9428570e-14 
2.1760000e+04 8.0206072e-14 
2.1888000e+04 6.2686286e-14 
2.2016000e+04 5.2946688e-14 
2.2144000e+04 4.6828403e-14 
2.2272000e+04 4.9116019e-14 
2.2400000e+04 4.9763386e-14 
2.2528000e+04 6.1184863e-14 
2.2656000e+04 7.7723188e-14 
2.2784000e+04 7.7936653e-14 
2.2912000e+04 6.3957296e-14 
2.3040000e+04 5.8725594e-14 
2.3168000e+04 5.9494917e-14 
2.3296000e+04 4.0499312e-14 
2.3424000e+04 4.0314310e-14 
2.3552000e+04 5.7091918e-14 
2.3680000e+04 6.3694641e-14 
2.3808000e+04 5.8490078e-14 
2.3936000e+04 5.6630305e-14 
2.4064000e+04 5.9477542e-14 
2.4192000e+04 6.2605262e-14 
2.4320000e+04 7.4266568e-14 
2.4448000e+04 6.6169191e-14 
2.4576000e+04 6.7363615e-14 
2.4704000e+04 6.2215363e-14 
2.4832000e+04 5.9883020e-14 
2.4960000e+04 4.8064105e-14 
2.5088000e+04 4.3099086e-14 
2.5216000e+04 7.0159658e-14 
2.5344000e+04 8.2871562e-14 
2.5472000e+04 8.4309336e-14 
2.5600000e+04 8.2101210e-14 
2.5728000e+04 7.3579760e-14 
2.5856000e+04 8.0279018e-14 
2.5984000e+04 8.7585728e-14 
2.6112000e+04 9.9345791e-14 
2.6240000e+04 8.6000631e-14 
2.6368000e+04 5.9151008e-14 
2.6496000e+04 7.5411831e-14 
2.6624000e+04 9.9690852e-14 
2.6752000e+04 1.0096667e-13 
2.6880000e+04 1.0837195e-13 
2.7008000e+04 9.1663886e-14 
2.7136000e+04 4.1051852e-14 
2.7264000e+04 4.9175050e-14 
2.7392000e+04 6.4327734e-14 
2.7520000e+04 4.9686404e-14 
2.7648000e+04 3.7923461e-14 
2.7776000e+04 5.8476465e-14 
2.7904000e+04 1.0416599e-13 
2.8032000e+04 1.2714396e-13 
2.8160000e+04 1.2450128e-13 
2.8288000e+04 2.4352165e-13 
2.8416000e+04 8.1145523e-13 
2.8544000e+04 9.8219566e-13 
2.8672000e+04 1.6456780e-13 
2.8800000e+04 2.1330847e-13 
2.8928000e+04 5.1938498e-14 
2.9056000e+04 9.6395012e-14 
2.9184000e+04 9.8395718e-14 
2.9312000e+04 9.2038234e-14 
2.9440000e+04 6.3542928e-14 
2.9568000e+04 6.6998795e-14 
2.9696000e+04 8.2675444e-14 
2.9824000e+04 8.4893233e-14 
2.9952000e+04 8.4477239e-14 
3.0080000e+04 7.2668508e-14 
3.0208000e+04 5.8086253e-14 
3.0336000e+04 7.7173185e-14 
3.0464000e+04 9.3459203e-14 
3.0592000e+04 8.3889750e-14 
3.0720000e+04 6.8902336e-14 
3.0848000e+04 6.0715613e-14 
3.0976000e+04 6.1813368e-14 
3.1104000e+04 7.4921934e-14 
3.1232000e+04 7.8964755e-14 
3.1360000e+04 8.1525417e-14 
3.1488000e+04 1.0001010e-13 
3.1616000e+04 1.0127600e-13 
3.1744000e+04 7.2311941e-14 
3.1872000e+04 5.7254250e-14 
3.2000000e+04 6.8859679e-14 
3.2128000e+04 9.4021362e-14 
3.2256000e+04 8.9739150e-14 
3.2384000e+04 7.2187082e-14 
3.2512000e+04 6.6844195e-14 
3.2640000e+04 6.5730096e-14 
3.2768000e+04 6.3202956e-14 
3.2896000e+04 6.0213858e-14 
3.3024000e+04 6.8133196e-14 
3.3152000e+04 7.6573249e-14 
3.3280000e+04 6.9940459e-14 
3.3408000e+04 8.1150513e-14 
3.3536000e+04 8.4235312e-14 
3.3664000e+04 8.0658401e-14 
3.3792000e+04 8.6794043e-14 
3.3920000e+04 7.1275546e-14 
3.4048000e+04 5.4563023e-14 
3.4176000e+04 5.4833274e-14 
3.4304000e+04 7.1414357e-14 
3.4432000e+04 7.4797332e-14 
3.4560000e+04 7.0846581e-14 
3.4688000e+04 7.2358006e-14 
3.4816000e+04 7.0111451e-14 
3.4944000e+04 6.9362166e-14 
3.5072000e+04 7.7320589e-14 
3.5200000e+04 9.1510228e-14 
3.5328000e+04 9.7664247e-14 
3.5456000e+04 8.9736785e-14 
3.5584000e+04 7.0889380e-14 
3.5712000e+04 6.6179219e-14 
3.5840000e+04 7.1956330e-14 
3.5968000e+04 6.9350436e-14 
3.6096000e+04 5.8626125e-14 
3.6224000e+04 5.9995954e-14 
3.6352000e+04 7.1539136e-14 
3.6480000e+04 8.0910478e-14 
3.6608000e+04 7.9965141e-14 
3.6736000e+04 8.1816132e-14 
3.6864000e+04 8.7466377e-14 
3.6992000e+04 8.4694181e-14 
3.7120000e+04 6.4192690e-14 
3.7248000e+04 5.1987908e-14 
3.7376000e+04 5.9868953e-14 
3.7504000e+04 7.4407115e-14 
3.7632000e+04 8.7301158e-14 
3.7760000e+04 8.7201913e-14 
3.7888000e+04 6.9595439e-14 
3.8016000e+04 6.2139177e-14 
3.8144000e+04 6.9472680e-14 
3.8272000e+04 8.4244745e-14 
3.8400000e+04 8.9335101e-14 
3.8528000e+04 8.4814974e-14 
3.8656000e+04 7.1021510e-14 
3.8784000e+04 6.3790526e-14 
3.8912000e+04 6.8479686e-14 
3.9040000e+04 2.0234045e-13 
3.9168000e+04 4.5019278e-13 
3.9296000e+04 2.6460607e-13 
3.9424000e+04 9.1326347e-14 
3.9552000e+04 8.8224472e-14 
3.9680000e+04 7.6076142e-14 
3.9808000e+04 7.2017350e-14 
3.9936000e+04 7.3709132e-14 
4.0064000e+04 6.9523190e-14 
4.0192000e+04 6.1498847e-14 
4.0320000e+04 7.9546213e-14 
4.0448000e+04 9.5198494e-14 
4.0576000e+04 9.3733174e-14 
4.0704000e+04 8.9887658e-14 
4.0832000e+04 7.9376779e-14 
4.0960000e+04 7.0366252e-14 
4.1088000e+04 9.1638726e-14 
4.1216000e+04 1.3561687e-13 
4.1344000e+04 1.9963764e-13 
4.1472000e+04 2.5489796e-13 
